_id,address,total_count,other_count,pistol_count,revolver_count,rifle_count,shotgun_count,year,month,dow,neighborhood,council_district,ward,tract,public_works_division,police_zone,fire_zone,latitude,longitude
2722,"800 BLOCK NOBLESTOWN RD CARNEGIE, PA 15205",1,0,1,0,0,0,2019,9,0,,,,,,6,,,
2723,"3300 BLOCK RIDGEWAY ST PITTSBURGH, PA 15219",1,0,0,1,0,0,2019,9,0,,,,,,2,,,
2724,"1700 BLOCK BELLEAU DR PITTSBURGH, PA 15212",1,0,1,0,0,0,2019,9,0,Fineview,6,25,42003250900,1,1,1-10,40.46031055,-80.00698339
2725,"WYOMING ST & VINECLIFFE ST PITTSBURGH, PA 15211",1,0,1,0,0,0,2019,9,1,Mount Washington,2,19,42003191400,5,3,4-27,40.43052261,-80.00647544
2726,"100 BLOCK HAZLETT ST PITTSBURGH, PA 15214",1,0,1,0,0,0,2019,9,1,Northview Heights,1,26,42003260900,1,1,1-13,40.47712209,-80.00164753
2727,"JOHNSTON AVE & GLENWOOD AVE PITTSBURGH, PA 15207",1,0,1,0,0,0,2019,9,1,Hazelwood,5,15,42003562300,3,4,2-13,40.40647169,-79.93972287
2728,"700 BLOCK BROWNSVILLE RD PITTSBURGH, PA 15210",1,0,1,0,0,0,2019,9,1,Knoxville,3,30,42003300100,5,3,4-7,40.40989878,-79.99060093
2729,"200 BLOCK REIFERT ST PITTSBURGH, PA 15210",1,0,1,0,0,0,2019,9,1,Knoxville,3,30,42003300100,5,3,4-7,40.40813781,-79.99211431
2730,"3000 BLOCK ARLINGTON AVE PITTSBURGH, PA 15210",1,0,1,0,0,0,2019,9,2,,,,,,3,,,
2731,"CRUCIBLE ST & WILTON WAY PITTSBURGH, PA 15220",1,0,1,0,0,0,2019,9,2,Crafton Heights,2,20,42003281400,5,6,1-17,40.44505592,-80.04447885
2732,"1000 BLOCK DAVIS AVE PITTSBURGH, PA 15212",1,0,1,0,0,0,2019,9,2,Brighton Heights,1,27,42003270800,1,1,1-14,40.481676,-80.0295595
2733,"1400 BLOCK HOFFMAN ST PITTSBURGH, PA 15233",1,0,1,0,0,0,2019,9,2,Manchester,6,21,42003210700,1,1,1-8,40.45988366,-80.02857396
2734,"7200 BLOCK KELLY ST PITTSBURGH, PA 15208",1,0,1,0,0,0,2019,9,2,Homewood South,9,13,42003130300,2,5,3-17,40.45551865,-79.89699563
2735,"WOODS RUN AVE & BRIGHTON RD PITTSBURGH, PA 15212",2,0,2,0,0,0,2019,9,2,Brighton Heights,1,27,42003270300,1,1,1-14,40.47649715,-80.03172204
2736,"100 BLOCK ELMONT ST PITTSBURGH, PA 15205",2,0,1,0,0,1,2019,9,2,,,,,,6,,,
2737,"<100 BLOCK COURTRIGHT ST PITTSBURGH, PA 15212",1,0,1,0,0,0,2019,9,2,Marshall-Shadeland,1,27,42003271500,1,1,1-14,40.47559011,-80.03122177
2738,"5400 BLOCK CAMELIA ST PITTSBURGH, PA 15201",1,0,0,1,0,0,2019,9,3,Stanton Heights,7,10,42003101800,2,5,3-5,40.47938959,-79.94642197
2739,"2200 BLOCK WILNER DR PITTSBURGH, PA 15221",1,0,1,0,0,0,2019,9,3,,,,,,5,,,
2740,"SCHENLEY DR & FORBES AVE PITTSBURGH, PA 15213",1,0,1,0,0,0,2019,9,3,North Oakland,8,4,42003982200,3,4,2-7,40.44318312,-79.95354816
2741,"600 BLOCK DANBURY ST PITTSBURGH, PA 15214",2,0,1,1,0,0,2019,9,3,,,,,,1,,,
2742,"<100 BLOCK BEDFORD SQ PITTSBURGH, PA 15203",1,0,1,0,0,0,2019,9,3,South Side Flats,3,17,42003170200,3,3,4-24,40.42965515,-79.98667607
2743,"200 BLOCK KNOX AVE PITTSBURGH, PA 15210",1,0,0,0,0,1,2019,9,3,Knoxville,3,30,42003300100,5,3,4-7,40.41137191,-79.99036398
2744,"2800 BLOCK SHADELAND AVE PITTSBURGH, PA 15212",1,0,1,0,0,0,2019,9,3,Marshall-Shadeland,1,27,42003271500,1,1,1-14,40.46995271,-80.03012049
2745,"CHATAEU ST & STEDMAN ST PITTSBURGH, PA 15233",1,0,1,0,0,0,2019,9,3,Chateau,6,21,42003980600,1,1,1-8,40.45322462,-80.02811928
2746,"500 BLOCK MAYTIDE ST PITTSBURGH, PA 15210",1,0,0,1,0,0,2019,9,4,Carrick,4,32,42003290400,3,3,4-23,40.38449032,-79.98842706
2747,"1800 BLOCK BENTLEY DR PITTSBURGH, PA 15219",1,0,1,0,0,0,2019,9,4,Terrace Village,6,5,42003051100,3,2,2-1,40.44081639,-79.97407658
2748,"LARKINS WAY & S 27TH ST PITTSBURGH, PA 15203",1,0,1,0,0,0,2019,9,4,South Side Flats,3,16,42003160900,3,3,4-24,40.42581136,-79.96768982
2749,"400 BLOCK EAST OHIO ST PITTSBURGH, PA 15212",1,1,0,0,0,0,2019,9,4,East Allegheny,1,23,42003563200,1,1,1-6,40.45344706,-80.00155891
2750,"300 BLOCK S MAIN ST PITTSBURGH, PA 15220",1,0,0,0,0,1,2019,9,4,Central Lawrenceville,7,9,42003090200,2,2,3-3,40.46738301,-79.95794767
2751,"3100 BLOCK GLEN MAWR ST PITTSBURGH, PA 15204",1,0,0,1,0,0,2019,9,4,Sheraden,2,20,42003562500,5,6,1-16,40.4575548,-80.05348694
2752,"400 BLOCK KAMBACH ST PITTSBURGH, PA 15211",1,0,0,1,0,0,2019,9,4,Mount Washington,3,18,42003180700,5,3,4-5,40.42608083,-79.99978838
2753,"STEWART AVE & SUNNYLAND AVE PITTSBURGH, PA 15227",1,0,1,0,0,0,2019,9,4,Carrick,4,29,42003290400,3,3,4-23,40.38246851,-79.98288952
2754,"2700 BLOCK MC DOWELL ST PITTSBURGH, PA 15212",3,0,1,0,1,1,2019,9,4,Marshall-Shadeland,1,27,42003271500,1,1,1-14,40.46981915,-80.02641542
2755,"1700 BLOCK TERMON AVE PITTSBURGH, PA 15212",1,0,1,0,0,0,2019,9,4,Brighton Heights,1,27,42003270100,1,1,1-14,40.4819265,-80.04179923
2756,"2300 BLOCK PITTOCK ST PITTSBURGH, PA 15217",1,0,1,0,0,0,2019,9,5,Squirrel Hill South,5,14,42003140800,3,4,2-21,40.43141672,-79.92082393
2757,"1400 BLOCK W NORTH AVE PITTSBURGH, PA 15233",1,0,0,0,0,1,2019,9,5,Manchester,6,21,42003210700,1,1,1-8,40.45221527,-80.02576731
2758,"7100 BLOCK RACE ST PITTSBURGH, PA 15208",2,0,2,0,0,0,2019,9,5,Homewood North,9,13,42003130200,2,5,3-17,40.45933422,-79.89793867
2759,"2000 BLOCK MOUNTFORD AVE PITTSBURGH, PA 15214",1,0,0,1,0,0,2019,9,5,Fineview,1,25,42003250900,1,1,1-10,40.46389105,-80.00727184
2760,"400 BLOCK WOOD ST PITTSBURGH, PA 15222",1,0,1,0,0,0,2019,9,5,Central Business District,6,1,42003020100,6,2,1-4,40.43943315,-80.00108014
2761,"700 BLOCK MERCER ST PITTSBURGH, PA 15219",1,0,1,0,0,0,2019,9,5,,,,,,2,,,
2762,"CHARTIERS AVE & MARLOW ST PITTSBURGH, PA 15220",1,0,1,0,0,0,2019,9,5,Elliott,2,20,42003562600,5,6,1-17,40.44313261,-80.03972681
2763,"3200 BLOCK JULIET ST PITTSBURGH, PA 15213",4,0,3,1,0,0,2019,9,5,South Oakland,3,4,42003040900,3,4,2-11,40.43164162,-79.95670735
2764,"DEARBORN ST & N ATLANTIC AVE PITTSBURGH, PA 15224",1,0,1,0,0,0,2019,9,5,Garfield,9,10,42003101700,2,5,3-4,40.46532613,-79.93841542
2765,"BEDFORD AVE & FRANCIS ST PITTSBURGH, PA 15219",1,0,0,1,0,0,2019,9,5,Bedford Dwellings,6,5,42003050900,3,2,2-5,40.45165504,-79.97028374
2766,"1600 BLOCK BROWNSVILLE RD PITTSBURGH, PA 15210",1,0,1,0,0,0,2019,9,5,Carrick,4,29,42003290200,3,3,4-12,40.39980457,-79.98906697
2767,"1900 BLOCK BROWNSVILLE RD PITTSBURGH, PA 15210",1,0,1,0,0,0,2019,9,6,Carrick,4,29,42003290100,3,3,4-12,40.3960604,-79.98750881
2768,"S 22ND ST & E CARSON ST PITTSBURGH, PA 15203",1,0,1,0,0,0,2019,9,6,South Side Flats,3,16,42003160900,3,3,4-24,40.42842082,-79.97464215
2769,"4500 BLOCK BEDFORD AVE PITTSBURGH, PA 15219",1,0,1,0,0,0,2019,9,6,,,,,,2,,,
2770,"CENTRE AVE & PENN AVE PITTSBURGH, PA 15206",1,0,1,0,0,0,2019,9,6,Shadyside,8,7,42003070800,2,4,3-8,40.46066381,-79.92272626
2771,"300 BLOCK STATION SQUARE DRW PITTSBURGH, PA 15219",2,0,1,0,1,0,2019,10,0,South Shore,2,19,42003980700,5,3,4-2,40.43498703,-80.00699072
2772,"BAUSMAN ST & GRIMES AVE PITTSBURGH, PA 15210",1,0,1,0,0,0,2019,10,0,Knoxville,3,30,42003300100,5,3,4-7,40.41430523,-79.99298059
2773,"100 BLOCK ALLUVIAN ST PITTSBURGH, PA 15207",1,0,1,0,0,0,2019,10,0,,,,,,4,,,
2774,"300 BLOCK HELDMAN ST PITTSBURGH, PA 15219",1,0,1,0,0,0,2019,10,0,,,,,,2,,,
2775,"WATSON ST & STEVENSON ST PITTSBURGH, PA 15219",1,0,1,0,0,0,2019,10,0,Bluff,6,1,42003010300,3,2,2-4,40.43820408,-79.98649878
2776,"CAKE WAY & CASEMENT ST PITTSBURGH, PA 15212",2,0,2,0,0,0,2019,10,1,Marshall-Shadeland,1,27,42003271500,1,1,1-14,40.47055666,-80.03101315
2777,"LINCOLN AVE & LEMINGTON AVE PITTSBURGH, PA 15206",1,0,1,0,0,0,2019,10,1,Lincoln-Lemington-Belmar,9,12,42003120300,2,5,3-18,40.46875701,-79.89605038
2778,"1600 BLOCK CHATEAU ST PITTSBURGH, PA 15233",1,0,1,0,0,0,2019,10,1,Manchester,6,21,42003210700,1,1,1-8,40.45555814,-80.02886425
2779,"1700 BLOCK BELLEAU DR PITTSBURGH, PA 15212",1,0,1,0,0,0,2019,10,1,Fineview,6,25,42003250900,1,1,1-10,40.46031055,-80.00698339
2780,"3300 BLOCK CENTRAL AVE PITTSBURGH, PA 15212",2,0,1,1,0,0,2019,10,1,,,,,,1,,,
2781,"900 BLOCK N LINCOLN AVE PITTSBURGH, PA 15233",1,0,1,0,0,0,2019,10,1,Allegheny West,1,22,42003562700,1,1,1-7,40.45120274,-80.01651761
2782,"MANTON WAY & HELEN WAY PITTSBURGH, PA 15210",1,0,1,0,0,0,2019,10,2,Allentown,3,18,42003180300,5,3,4-21,40.42130253,-79.99424881
2783,"100 BLOCK FLOWERS AVE PITTSBURGH, PA 15207",1,0,1,0,0,0,2019,10,2,,,,,,4,,,
2784,"BORLAND ST & EAST LIBERTY BLVD PITTSBURGH, PA 15206",1,0,1,0,0,0,2019,10,2,East Liberty,9,11,42003111300,2,5,3-8,40.46665041,-79.92498817
2785,"37TH ST & CABINET WAY PITTSBURGH, PA 15201",3,0,3,0,0,0,2019,10,2,Lower Lawrenceville,7,6,42003060300,2,2,3-6,40.46316052,-79.96217378
2786,"BUTLER ST & PLUMMER ST PITTSBURGH, PA 15201",1,0,1,0,0,0,2019,10,2,Central Lawrenceville,7,9,42003981000,2,2,3-5,40.4758615,-79.95764461
2787,"BLACKADORE ST & FERNDALE ST PITTSBURGH, PA 15208",1,0,1,0,0,0,2019,10,2,Homewood North,9,13,42003130100,2,5,3-17,40.45932039,-79.88359088
2788,"3000 BLOCK GLEN MAWR ST PITTSBURGH, PA 15204",1,0,1,0,0,0,2019,10,2,Sheraden,2,20,42003562500,5,6,1-16,40.45672681,-80.05271355
2789,"7100 BLOCK MONTICELLO ST PITTSBURGH, PA 15208",1,0,1,0,0,0,2019,10,2,Homewood North,9,13,42003130200,2,5,3-17,40.46002076,-79.89767198
2790,"6700 BLOCK DEARY ST PITTSBURGH, PA 15206",1,0,1,0,0,0,2019,10,2,Lincoln-Lemington-Belmar,9,12,42003120300,2,5,3-15,40.46495113,-79.90250085
2791,"100 BLOCK S 7TH ST PITTSBURGH, PA 15203",1,0,1,0,0,0,2019,10,2,Central Business District,6,2,42003020100,6,2,1-3,40.44414475,-80.0009968
2792,"2200 BLOCK ROSE ST PITTSBURGH, PA 15219",1,0,0,1,0,0,2019,10,2,,,,,,2,,,
2793,"7400 BLOCK KELLY ST PITTSBURGH, PA 15208",1,0,1,0,0,0,2019,10,2,,,,,,5,,,
2794,"900 BLOCK MINA ST PITTSBURGH, PA 15212",1,0,1,0,0,0,2019,10,2,Spring Hill-City View,1,26,42003262000,1,1,1-11,40.46895743,-79.99918754
2795,"900 BLOCK N LINCOLN AVE PITTSBURGH, PA 15233",1,0,1,0,0,0,2019,10,2,Allegheny West,1,22,42003562700,1,1,1-7,40.45120274,-80.01651761
2796,"1500 BLOCK VINE ST PITTSBURGH, PA 15219",2,0,2,0,0,0,2019,10,3,,,,,,2,,,
2797,"3800 BLOCK PERRYSVILLE AVE PITTSBURGH, PA 15214",1,0,1,0,0,0,2019,10,3,Perry North,1,26,42003260700,1,1,1-15,40.48755929,-80.01602422
2798,"LIGHTHILL ST & REEDSDALE ST PITTSBURGH, PA 15233",1,0,1,0,0,0,2019,10,3,Chateau,6,21,42003980600,1,1,1-8,40.44868174,-80.02392297
2799,"OAKWOOD ST & BENNETT ST PITTSBURGH, PA 15221",1,0,1,0,0,0,2019,10,3,Homewood South,9,13,42003130400,2,5,3-17,40.45403443,-79.88565223
2800,"400 BLOCK CHAUTAUQUA ST PITTSBURGH, PA 15214",1,0,1,0,0,0,2019,10,3,Perry South,6,26,42003261400,1,1,1-12,40.46554981,-80.01437719
2801,"5TH AVE & DINWIDDIE ST PITTSBURGH, PA 15219",1,0,1,0,0,0,2019,10,3,Bluff,6,1,42003010300,3,2,2-1,40.43836751,-79.9807785
2802,"900 BLOCK N LINCOLN AVE PITTSBURGH, PA 15233",1,0,1,0,0,0,2019,10,3,Allegheny West,1,22,42003562700,1,1,1-7,40.45120274,-80.01651761
2803,"900 BLOCK LINCOLN N PITTSBURGH, PA 15238",1,1,0,0,0,0,2019,10,3,Homewood West,9,12,42003120700,2,5,3-15,40.46352015,-79.90292108
2804,"900 BLOCK LINCOLN N PITTSBURGH, PA 15238",1,1,0,0,0,0,2019,10,3,Homewood West,9,12,42003120700,2,5,3-15,40.46352015,-79.90292108
2805,"TURRETT ST & WINSLOW ST PITTSBURGH, PA 15206",1,0,1,0,0,0,2019,10,4,Larimer,9,12,42003120400,2,5,3-12,40.46226427,-79.90948378
2806,"500 BLOCK NARCISSUS AVE PITTSBURGH, PA 15204",1,0,1,0,0,0,2019,10,4,Sheraden,2,20,42003562500,5,6,1-16,40.45420358,-80.05040313
2807,"200 BLOCK N NEGLEY AVE PITTSBURGH, PA 15206",1,0,0,0,0,1,2019,10,4,Garfield,9,11,42003111400,2,5,3-8,40.46454368,-79.93007544
2808,"2200 BLOCK PERRYSVILLE AVE PITTSBURGH, PA 15214",1,0,1,0,0,0,2019,10,4,Perry South,6,26,42003261400,1,1,1-10,40.46496524,-80.01128944
2809,"BEDFORD AVE & CHAUNCEY DR PITTSBURGH, PA 15219",1,0,1,0,0,0,2019,10,4,Bedford Dwellings,6,5,42003050900,3,2,2-5,40.44981218,-79.97462342
2810,"3500 BLOCK CALIFORNIA AVE PITTSBURGH, PA 15212",1,0,1,0,0,0,2019,10,5,Brighton Heights,1,27,42003270300,1,1,1-14,40.47826147,-80.04027347
2811,"2300 BLOCK WHITED ST PITTSBURGH, PA 15210",3,0,1,0,1,1,2019,10,5,Brookline,4,19,42003320600,5,6,4-25,40.39634144,-80.00978292
2812,"STANTON AVE & MELLON ST PITTSBURGH, PA 15206",1,0,1,0,0,0,2019,10,5,East Liberty,9,11,42003111300,2,5,3-9,40.47106489,-79.92495709
2813,"FRANKSTOWN AVE & HALE ST PITTSBURGH, PA 15221",1,0,1,0,0,0,2019,10,5,Homewood South,9,13,42003130400,2,5,3-17,40.45515869,-79.88643998
2814,"100 BLOCK N JOSLYN DR PENN HILLS, PA 15235",1,0,1,0,0,0,2019,10,5,Manchester,6,21,42003210700,1,1,1-8,40.45267489,-80.02433383
2815,"100 BLOCK N JOSLYN DR PENN HILLS, PA 15235",1,0,1,0,0,0,2019,10,5,Manchester,6,21,42003210700,1,1,1-8,40.45267489,-80.02433383
2816,"100 BLOCK N JOSLYN DR PENN HILLS, PA 15235",1,0,1,0,0,0,2019,10,5,Manchester,6,21,42003210700,1,1,1-8,40.45267489,-80.02433383
2817,"4600 BLOCK STANTON AVE PITTSBURGH, PA 15201",1,0,1,0,0,0,2019,10,6,Stanton Heights,9,10,42003100500,2,5,3-7,40.48134134,-79.93771496
2818,"GARFIELD AVE & ALPINE AVE PITTSBURGH, PA 15212",1,0,1,0,0,0,2019,10,6,Central Northside,6,25,42003250300,1,1,1-21,40.45795468,-80.01237925
2819,"W WARRINGTON AVE & BOGGS AVE PITTSBURGH, PA 15226",1,0,1,0,0,0,2019,10,6,Mount Washington,4,19,42003562400,5,3,4-16,40.41561745,-80.01109553
2820,"N LANG AVE & IDLEWILD ST PITTSBURGH, PA 15208",1,0,1,0,0,0,2019,10,6,Homewood North,9,13,42003130100,2,5,3-17,40.45869029,-79.89822749
2821,"S 18TH ST & SIDNEY ST PITTSBURGH, PA 15203",1,0,1,0,0,0,2019,10,6,South Side Flats,3,17,42003170200,3,3,4-24,40.42968686,-79.98047174
2822,"EXCHANGE WAY & GARRISON PL PITTSBURGH, PA 15222",1,0,1,0,0,0,2019,10,6,Central Business District,6,2,42003020100,6,2,1-3,40.4435988,-79.99723325
2823,"300 BLOCK MICHIGAN ST PITTSBURGH, PA 15210",1,0,1,0,0,0,2019,10,6,Beltzhoover,4,18,42003562400,5,3,4-16,40.41587325,-80.00228532
2824,"N EUCLID AVE & EAST LIBERTY BLVD PITTSBURGH, PA 15206",1,0,1,0,0,0,2019,10,6,East Liberty,9,11,42003111300,2,5,3-8,40.46672518,-79.92531292
2825,"SUSQUEHANNA ST & EL CT PITTSBURGH, PA 15221",1,0,1,0,0,0,2019,11,0,Homewood South,9,13,42003130400,2,5,3-17,40.45024487,-79.8901623
2826,"1700 BLOCK BELLEAU DR PITTSBURGH, PA 15212",1,0,1,0,0,0,2019,11,0,Fineview,6,25,42003250900,1,1,1-10,40.46031055,-80.00698339
2827,"1300 BLOCK CHICAGO ST PITTSBURGH, PA 15214",1,0,1,0,0,0,2019,11,0,Northview Heights,1,26,42003260900,1,1,1-13,40.47804608,-80.00180646
2828,"7200 BLOCK KELLY ST PITTSBURGH, PA 15208",1,0,1,0,0,0,2019,11,0,Homewood South,9,13,42003130300,2,5,3-17,40.45551865,-79.89699563
2829,"100 BLOCK SYRIAN ST PITTSBURGH, PA 15210",1,0,1,0,0,0,2019,11,0,,,,,,3,,,
2830,"3400 BLOCK WARD ST PITTSBURGH, PA 15213",1,0,1,0,0,0,2019,11,1,Central Oakland,3,4,42003040600,3,4,2-11,40.43462318,-79.95459832
2831,"200 BLOCK E JEFFERSON ST PITTSBURGH, PA 15212",1,0,1,0,0,0,2019,11,1,Central Northside,6,25,42003250300,1,1,1-21,40.45919904,-80.00999954
2832,"400 BLOCK MT PLEASANT RD PITTSBURGH, PA",1,0,1,0,0,0,2019,11,1,Northview Heights,1,26,42003260900,1,1,1-13,40.47983722,-80.00190476
2833,"600 BLOCK N BRADDOCK AVE PITTSBURGH, PA 15221",1,0,1,0,0,0,2019,11,2,,,,42003561200,,5,3-16,40.44546433,-79.88496454
2834,"SUSQUEHANNA ST & ROSEDALE ST PITTSBURGH, PA 15221",3,0,3,0,0,0,2019,11,2,Homewood South,9,13,42003130400,2,5,3-17,40.44924921,-79.88728525
2835,"300 BLOCK WINSTON ST PITTSBURGH, PA 15207",1,0,1,0,0,0,2019,11,2,Hazelwood,5,15,42003562300,3,4,2-13,40.40494308,-79.93916503
2836,"SUSQUEHANNA ST & ROSEDALE ST PITTSBURGH, PA 15221",1,0,1,0,0,0,2019,11,2,Homewood South,9,13,42003130400,2,5,3-17,40.44924921,-79.88728525
2837,"EAST LIBERTY BLVD & N HIGHLAND AVE PITTSBURGH, PA 15206",1,0,1,0,0,0,2019,11,2,East Liberty,9,11,42003111300,2,5,3-8,40.46595693,-79.92276019
2838,"1700 BLOCK BROADWAY AVE PITTSBURGH, PA 15216",1,0,0,0,0,1,2019,11,2,Beechview,4,19,42003191600,5,6,4-28,40.4084794,-80.02528433
2839,"1800 BLOCK LEY ST PITTSBURGH, PA 15212",1,0,1,0,0,0,2019,11,3,Troy Hill,1,24,42003240600,1,1,1-2,40.46474922,-79.9823353
2840,"200 BLOCK FLOWERS AVE PITTSBURGH, PA 15207",1,0,0,0,0,1,2019,11,3,Hazelwood,5,15,42003562300,3,4,2-13,40.4101567,-79.94227154
2841,"PERRYSVILLE AVE & MAYWOOD ST PITTSBURGH, PA 15214",1,0,1,0,0,0,2019,11,3,Perry South,6,26,42003261400,1,1,1-12,40.46690221,-80.01034071
2842,"BENNETT ST & BATAVIA ST PITTSBURGH, PA 15221",1,0,1,0,0,0,2019,11,3,East Hills,9,13,42003130600,2,5,3-17,40.45418993,-79.88440628
2843,"5500 BLOCK ELLSWORTH AVE PITTSBURGH, PA 15232",1,0,0,1,0,0,2019,11,3,Shadyside,8,7,42003070300,2,4,3-22,40.45363835,-79.93486729
2844,"2400 BLOCK WOODWARD AVE PITTSBURGH, PA 15226",3,0,3,0,0,0,2019,11,3,Brookline,4,19,42003191900,5,6,4-26,40.40004306,-80.02234223
2845,"5700 BLOCK ELMER ST PITTSBURGH, PA 15232",1,0,1,0,0,0,2019,11,4,,,,,,4,,,
2846,"PERSHING ST & MICHIGAN RD PITTSBURGH, PA 15235",1,0,0,1,0,0,2019,11,4,,,,42003523100,,OSC,,40.46511307,-79.87615266
2847,"1300 BLOCK CENTRE AVE PITTSBURGH, PA 15219",1,0,1,0,0,0,2019,11,4,,,,,,2,,,
2848,"200 BLOCK WINSTON ST PITTSBURGH, PA 15207",3,0,2,0,1,0,2019,11,4,Hazelwood,5,15,42003562300,3,4,2-13,40.40476085,-79.94146561
2849,"LAFAYETTE AVE & MOUNTFORD AVE PITTSBURGH, PA 15214",1,0,1,0,0,0,2019,11,4,Fineview,6,26,42003261400,1,1,1-10,40.46546134,-80.00809125
2850,"<100 BLOCK GREENBUSH ST PITTSBURGH, PA 15211",1,0,1,0,0,0,2019,11,4,Mount Washington,2,19,42003191400,5,3,4-27,40.42851639,-80.00642898
2851,"1400 BLOCK WESTFIELD ST PITTSBURGH, PA 15216",1,0,1,0,0,0,2019,11,4,Beechview,4,19,42003191600,5,6,4-28,40.41313837,-80.01932161
2852,"5900 BLOCK DEVEREAUX LN PITTSBURGH, PA 15232",1,1,0,0,0,0,2019,11,5,,,,,,4,,,
2853,"900 BLOCK N BRADDOCK AVE PITTSBURGH, PA 15221",1,0,1,0,0,0,2019,11,5,Regent Square,5,14,42003141000,3,4,2-16,40.43565466,-79.89618704
2854,"LORENZ AVE & VALONIA ST PITTSBURGH, PA 15220",1,0,1,0,0,0,2019,11,5,Elliott,2,20,42003562600,5,6,1-17,40.44646403,-80.0369214
2855,"800 BLOCK ASHDALE ST PITTSBURGH, PA 15210",1,0,0,0,1,0,2019,11,5,,,,,,3,,,
2856,"900 BLOCK GIBSON ST PITTSBURGH, PA 15220",1,0,1,0,0,0,2019,11,5,Elliott,2,20,42003562600,5,6,1-17,40.44424695,-80.03821324
2857,"STAYTON ST & HODGKISS ST PITTSBURGH, PA 15212",1,0,1,0,0,0,2019,11,5,Marshall-Shadeland,1,27,42003270400,1,1,1-9,40.46753425,-80.02665315
2858,"7400 BLOCK HAMILTON AVE PITTSBURGH, PA 15208",1,0,1,0,0,0,2019,11,5,Homewood South,9,13,42003130300,2,5,3-17,40.45372975,-79.89358998
2859,"1600 BLOCK DUFFIELD ST PITTSBURGH, PA 15206",1,0,1,0,0,0,2019,11,5,Morningside,7,10,42003101400,2,5,3-7,40.48288658,-79.93045365
2860,"5400 BLOCK WARBLE ST PITTSBURGH, PA 15224",1,0,1,0,0,0,2019,11,5,,,,,,5,,,
2861,"300 BLOCK N TAYLOR AVE PITTSBURGH, PA 15212",2,0,2,0,0,0,2019,11,5,Central Northside,1,22,42003220600,1,1,1-21,40.45685438,-80.01027055
2862,"LINCOLN AVE & UPLAND ST PITTSBURGH, PA 15206",1,0,1,0,0,0,2019,11,5,Homewood West,9,12,42003120300,2,5,3-15,40.46387784,-79.90206323
2863,"100 BLOCK HARWOOD WAY PITTSBURGH, PA 15211",2,0,0,2,0,0,2019,11,5,,,,,,3,,,
2864,"6400 BLOCK CENTRE AVE PITTSBURGH, PA 15206",1,0,1,0,0,0,2019,11,6,,,,,,5,,,
2865,"N CHARLES ST & BRIGHTON RD PITTSBURGH, PA 15212",1,0,1,0,0,0,2019,11,6,California-Kirkbride,6,25,42003250700,1,1,1-9,40.45966333,-80.01707307
2866,"2300 BLOCK ECCLES ST PITTSBURGH, PA 15210",1,0,1,0,0,0,2019,12,0,South Side Slopes,3,16,42003160800,3,3,4-22,40.41814412,-79.97426349
2867,"3200 BLOCK CAMP ST PITTSBURGH, PA 15219",1,0,1,0,0,0,2019,12,0,Upper Hill,6,5,42003050600,3,2,2-22,40.45153069,-79.95893947
2868,"BIGELOW BLVD & 7TH AVE PITTSBURGH, PA 15219",1,0,1,0,0,0,2019,12,0,,,,,,2,,,
2869,"N BRADDOCK AVE & SUSQUEHANNA ST PITTSBURGH, PA 15208",1,0,1,0,0,0,2019,12,0,Homewood South,9,13,42003130400,2,5,3-17,40.45116472,-79.89220006
2870,"S 12TH ST & FIEGER ST PITTSBURGH, PA 15203",1,0,1,0,0,0,2019,12,0,South Side Flats,3,17,42003170200,3,3,4-24,40.43070761,-79.98647487
2871,"CALIFORNIA AVE RAMP & MARSHALL AVE RAMP PITTSBURGH, PA 15212",1,0,1,0,0,0,2019,12,1,,,,,,1,,,
2872,"1700 BLOCK LETSCHE ST PITTSBURGH, PA 15214",1,0,1,0,0,0,2019,12,1,,,,,,1,,,
2873,"BLOCK ARMORHILL AVE PITTSBURGH, PA 15120",1,0,1,0,0,0,2019,12,1,,,,,,4,,,
2874,"300 BLOCK EAST OHIO ST PITTSBURGH, PA 15212",1,0,1,0,0,0,2019,12,1,,,,42003563900,,1,,40.41253154,-79.84279604
2875,"500 BLOCK WILLIAM PENN PL PITTSBURGH, PA 15219",1,0,1,0,0,0,2019,12,1,,,,,,2,,,
2876,"7200 BLOCK KELLY ST PITTSBURGH, PA 15208",1,0,1,0,0,0,2019,12,1,Homewood South,9,13,42003130300,2,5,3-17,40.45551865,-79.89699563
2877,"1300 BLOCK LOWRIE ST PITTSBURGH, PA 15212",1,0,1,0,0,0,2019,12,1,Troy Hill,1,24,42003240600,1,1,1-2,40.45926097,-79.98815043
2878,"WINSTON ST & GATE LODGE WAY PITTSBURGH, PA 15207",3,0,2,0,0,1,2019,12,2,Hazelwood,5,15,42003562300,3,4,2-13,40.40467387,-79.94203789
2879,"LAMAR AVE & MEADOW ST PITTSBURGH, PA 15206",1,0,1,0,0,0,2019,12,2,,,,,,5,,,
2880,"5000 BLOCK BUTLER ST PITTSBURGH, PA 15201",1,0,1,0,0,0,2019,12,2,Central Lawrenceville,7,9,42003090100,2,2,3-5,40.4779375,-79.95607974
2881,"1800 BLOCK LEECHBURG RD PITTSBURGH, PA 15235",1,0,1,0,0,0,2019,12,3,,,,,,OSC,,,
2882,"5TH AVE & WYANDOTTE ST PITTSBURGH, PA 15219",1,0,1,0,0,0,2019,12,3,Crawford-Roberts,6,5,42003030500,3,2,2-1,40.43824036,-79.97761982
