_id,address,total_count,other_count,pistol_count,revolver_count,rifle_count,shotgun_count,year,month,dow,neighborhood,council_district,ward,tract,public_works_division,police_zone,fire_zone,latitude,longitude
155,"7300 BLOCK MONTICELLO ST PITTSBURGH, PA 15208",1,0,1,0,0,0,2015,4,4,Homewood North,9,13,42003130200,2,5,3-17,40.45883755,-79.89325313
156,"WOODLOW ST & CRUCIBLE ST PITTSBURGH, PA 15205",1,0,0,0,1,0,2015,4,5,Crafton Heights,2,28,42003281400,5,6,1-17,40.44706295,-80.05105093
157,"800 BLOCK INDUSTRY ST PITTSBURGH, PA 15210",1,0,1,0,0,0,2015,4,5,,,,,,3,,,
158,"<100 BLOCK WALDECK ST PITTSBURGH, PA 15207",1,0,1,0,0,0,2015,4,5,Greenfield,5,15,42003562900,3,4,2-12,40.42494469,-79.95102082
159,"HAMILTON AVE & 5TH AVE PITTSBURGH, PA 15208",1,0,1,0,0,0,2015,4,5,Homewood West,9,12,42003120700,2,5,3-17,40.45728986,-79.90906299
160,"300 BLOCK EAST OHIO ST PITTSBURGH, PA 15212",1,0,1,0,0,0,2015,4,5,,,,42003563900,,1,,40.41253154,-79.84279604
161,"2200 BLOCK EAST HILLS DR DR PITTSBURGH, PA 15221",1,0,1,0,0,0,2015,4,5,East Hills,9,13,42003130600,2,5,3-19,40.4539042,-79.87309252
162,"300 BLOCK HALKET ST PITTSBURGH, PA 15213",1,0,1,0,0,0,2015,4,5,South Oakland,3,4,42003040900,3,4,2-14,40.43708602,-79.96154302
163,"800 BLOCK BRYN MAWR RD PITTSBURGH, PA 15219",2,0,0,2,0,0,2015,4,5,Upper Hill,6,5,42003050600,3,2,2-22,40.45235917,-79.96024335
164,"7500 BLOCK THOMAS BLVD PITTSBURGH, PA 15208",1,0,1,0,0,0,2015,4,5,Point Breeze North,9,14,42003140500,2,4,3-14,40.4500161,-79.89534072
165,"100 BLOCK MC NEILLY RD PITTSBURGH, PA 15226",1,0,1,0,0,0,2015,4,5,,,,42003479000,,6,,40.38042569,-80.0066165
166,"2400 BLOCK CHAUNCEY DR PITTSBURGH, PA 15219",1,0,1,0,0,0,2015,4,5,Bedford Dwellings,6,5,42003050900,3,2,2-5,40.44984081,-79.97462514
167,"MILWAUKEE ST & ADELAIDE ST PITTSBURGH, PA 15219",1,0,1,0,0,0,2015,4,5,Upper Hill,6,5,42003050600,3,2,2-22,40.45470076,-79.96079996
168,"HAMILTON AVE & ENTERPRISE ST PITTSBURGH, PA 15206",1,0,1,0,0,0,2015,4,5,Larimer,9,12,42003120800,2,5,3-10,40.4593461,-79.91444189
169,"2000 BLOCK ROSE ST PITTSBURGH, PA 15219",1,0,0,0,0,1,2015,4,5,Terrace Village,6,5,42003030500,3,2,2-1,40.44271184,-79.97963922
170,"500 BLOCK CHESTER AVE PITTSBURGH, PA 15214",1,0,1,0,0,0,2015,4,5,Perry South,6,26,42003261400,1,1,1-12,40.46654424,-80.01608215
171,"MADISON AVE & VISTA ST PITTSBURGH, PA 15212",1,0,1,0,0,0,2015,4,6,East Allegheny,1,23,42003563200,1,1,1-5,40.45817812,-79.99814773
172,"BEDFORD AVE & CHAUNCEY DR PITTSBURGH, PA 15219",1,0,1,0,0,0,2015,4,6,Bedford Dwellings,6,5,42003050900,3,2,2-5,40.44981218,-79.97462342
173,"CHATEAU ST & LIVERPOOL ST PITTSBURGH, PA 15233",1,0,1,0,0,0,2015,4,6,Chateau,6,21,42003980600,1,1,1-8,40.45462435,-80.02857186
174,"3300 BLOCK MOTOR ST PITTSBURGH, PA 15204",1,0,1,0,0,0,2015,4,6,Sheraden,2,20,42003562500,5,6,1-16,40.45946701,-80.05697241
175,"5200 BLOCK DEARBORN ST PITTSBURGH, PA 15224",1,0,0,1,0,0,2015,4,6,Garfield,9,10,42003101700,2,5,3-4,40.46521464,-79.93956925
176,"CRANE AVE & BANKSVILLE RD PITTSBURGH, PA 15216",1,0,1,0,0,0,2015,4,6,Beechview,2,20,42003202300,5,6,4-9,40.41591858,-80.02992146
177,"1400 BLOCK FEDERAL STN PITTSBURGH, PA 15212",1,0,1,0,0,0,2015,4,6,Central Northside,6,25,42003220600,1,1,1-6,40.45798051,-80.00738834
178,"2100 BLOCK PARK HILL DR PITTSBURGH, PA 15221",1,0,1,0,0,0,2015,5,0,East Hills,9,13,42003130600,2,5,3-19,40.45296064,-79.87402468
179,"7000 BLOCK MT VERNON ST PITTSBURGH, PA 15208",2,0,0,0,1,1,2015,5,0,Homewood North,9,13,42003130100,2,5,3-18,40.46252977,-79.89951875
180,"500 BLOCK COLLINS AVE PITTSBURGH, PA 15206",1,0,0,1,0,0,2015,5,0,,,,,,5,,,
181,"300 BLOCK ENRIGHT CT PITTSBURGH, PA 15206",1,0,1,0,0,0,2015,5,1,East Liberty,9,12,42003111500,2,5,3-10,40.46088715,-79.91684041
182,"400 BLOCK LIBERTY AVE PITTSBURGH, PA 15222",1,0,1,0,0,0,2015,5,1,Central Business District,6,1,42003020100,6,2,1-3,40.44096981,-80.0056908
183,"1900 BLOCK ARLINGTON AVE PITTSBURGH, PA 15210",1,0,1,0,0,0,2015,5,1,Arlington,3,16,42003561600,3,3,4-22,40.41751208,-79.98051211
184,"JAMES ST & KNOLL ST PITTSBURGH, PA 15212",1,0,1,0,0,0,2015,5,1,East Allegheny,1,22,42003563200,1,1,1-6,40.45738987,-80.00189505
185,"500 BLOCK STADIUM ST PITTSBURGH, PA 15204",1,0,1,0,0,0,2015,5,1,Sheraden,2,20,42003562500,5,6,1-16,40.459915,-80.05741965
186,"8000 BLOCK BENNETT ST PITTSBURGH, PA 15221",1,0,1,0,0,0,2015,5,2,East Hills,9,13,42003130600,2,5,3-17,40.4539326,-79.88411903
187,"900 BLOCK FARRAGUT ST PITTSBURGH, PA 15206",5,0,2,1,1,1,2015,5,2,Highland Park,7,11,42003110600,2,5,3-9,40.47101618,-79.91900197
188,"400 BLOCK PENFORT ST PITTSBURGH, PA 15214",3,0,1,0,1,1,2015,5,2,,,,,,1,,,
189,"5200 BLOCK DEARBORN ST PITTSBURGH, PA 15224",1,0,1,0,0,0,2015,5,2,Garfield,9,10,42003101700,2,5,3-4,40.46521464,-79.93956925
190,"700 BLOCK WYMORE ST PITTSBURGH, PA 15220",1,1,0,0,0,0,2015,5,2,Elliott,2,20,42003562600,5,6,1-17,40.43957933,-80.04099215
191,"5400 BLOCK BUTLER ST PITTSBURGH, PA 15201",1,0,1,0,0,0,2015,5,2,Upper Lawrenceville,7,10,42003101100,2,2,3-5,40.4828225,-79.95095265
192,"900 BLOCK RUE GRANDE VUE ST PITTSBURGH, PA 15220",1,0,0,0,1,0,2015,5,3,Marshall-Shadeland,1,27,42003271500,1,1,1-14,40.47576147,-80.02396193
193,"1900 BLOCK ARLINGTON AVE PITTSBURGH, PA 15210",2,0,0,2,0,0,2015,5,3,Arlington,3,16,42003561600,3,3,4-22,40.41751208,-79.98051211
194,"700 BLOCK DANUBE ST PITTSBURGH, PA 15219",1,0,1,0,0,0,2015,5,3,Upper Hill,6,5,42003050600,3,2,2-22,40.45369015,-79.96379747
195,"8000 BLOCK FRANKSTOWN AVE PITTSBURGH, PA 15221",1,0,1,0,0,0,2015,5,3,East Hills,9,13,42003130600,2,5,3-17,40.45526062,-79.88458686
196,"300 BLOCK HALKET ST PITTSBURGH, PA 15213",1,0,0,0,0,1,2015,5,3,South Oakland,3,4,42003040900,3,4,2-14,40.43708602,-79.96154302
197,"300 BLOCK MINTON ST PITTSBURGH, PA 15204",1,0,1,0,0,0,2015,5,3,Sheraden,2,20,42003562500,5,6,1-16,40.45835473,-80.0499819
198,"S 18TH ST & SOUTHSIDE RIVERFRONT PARK ACCESS RD PITTSBURGH, PA 15203",1,0,0,1,0,0,2015,5,3,,,,,,3,,,
199,"3100 BLOCK CHARTIERS AVE PITTSBURGH, PA 15204",1,0,1,0,0,0,2015,5,3,Sheraden,2,20,42003202200,5,6,1-16,40.4538723,-80.0611043
200,"800 BLOCK EUREKA ST PITTSBURGH, PA 15210",2,0,2,0,0,0,2015,5,4,Allentown,3,18,42003180300,5,3,4-5,40.42362997,-79.99369636
201,"FEDERAL STN & JACKSONIA ST PITTSBURGH, PA 15212",1,0,1,0,0,0,2015,5,4,Central Northside,6,25,42003220600,1,1,1-21,40.45827089,-80.00754674
202,"3200 BLOCK CORDELL PL PITTSBURGH, PA 15203",1,0,1,0,0,0,2015,5,4,,,,,,3,,,
203,"EAST HILLS DR & WILNER DR PITTSBURGH, PA 15221",1,0,1,0,0,0,2015,5,4,East Hills,9,13,42003130600,2,5,3-19,40.45511222,-79.87114747
204,"800 BLOCK MC LAIN ST PITTSBURGH, PA 15210",1,0,1,0,0,0,2015,5,4,Allentown,3,18,42003180300,5,3,4-5,40.42423919,-79.99386055
205,"6500 BLOCK MEADOW ST PITTSBURGH, PA 15206",2,0,2,0,0,0,2015,5,5,Larimer,9,12,42003120800,2,5,3-12,40.46197946,-79.91120633
206,"1000 BLOCK WASHINGTON BLVD PITTSBURGH, PA 15206",1,0,1,0,0,0,2015,5,5,Lincoln-Lemington-Belmar,9,12,42003120300,2,5,3-12,40.46264365,-79.90560216
207,"300 BLOCK PAUL ST PITTSBURGH, PA 15211",2,0,1,1,0,0,2015,5,5,Elliott,2,20,42003562600,5,6,1-17,40.44622449,-80.03474721
208,"SPRING ST & MOUNTAIN AVE PITTSBURGH, PA 15210",1,0,1,0,0,0,2015,5,5,Arlington,3,16,42003561600,3,3,4-8,40.4171357,-79.97761214
209,"5300 BLOCK BROAD ST PITTSBURGH, PA 15224",1,0,1,0,0,0,2015,5,5,Garfield,9,10,42003101700,2,5,3-4,40.46587069,-79.9382302
210,"500 BLOCK CHESTER AVE PITTSBURGH, PA 15214",1,0,0,1,0,0,2015,5,5,Perry South,6,26,42003261400,1,1,1-12,40.46654424,-80.01608215
211,"2700 BLOCK CENTRE AVE PITTSBURGH, PA 15219",1,0,0,1,0,0,2015,5,5,Terrace Village,6,5,42003051000,3,2,2-5,40.44714253,-79.96702786
212,"N ST CLAIR ST & PENN AVE PITTSBURGH, PA 15206",1,0,1,0,0,0,2015,5,5,East Liberty,9,8,42003111500,2,5,3-8,40.46285016,-79.92881737
213,"2400 BLOCK CHAUNCEY DR PITTSBURGH, PA 15219",1,0,1,0,0,0,2015,5,5,Bedford Dwellings,6,5,42003050900,3,2,2-5,40.44984081,-79.97462514
214,"400 BLOCK CURTIN AVE PITTSBURGH, PA 15210",1,1,0,0,0,0,2015,5,6,Beltzhoover,3,18,42003562400,5,3,4-21,40.41895664,-79.99901087
215,"BROADHEAD FORDING RD & W PROSPECT AVE PITTSBURGH, PA 15205",1,0,1,0,0,0,2015,5,6,Fairywood,2,28,42003563000,5,6,1-16,40.44828557,-80.0824874
216,"500 BLOCK MT PLEASANT RD PITTSBURGH, PA 15214",1,0,1,0,0,0,2015,5,6,,,,,,1,,,
217,"2900 BLOCK STAFFORD ST PITTSBURGH, PA 15204",1,0,0,1,0,0,2015,5,6,Sheraden,2,20,42003562500,5,6,1-16,40.45674054,-80.0504727
218,"<100 BLOCK BLANFORD CT PITTSBURGH, PA 15206",2,0,2,0,0,0,2015,5,6,,,,,,5,,,
219,"4900 BLOCK 2ND AVE PITTSBURGH, PA 15207",1,0,1,0,0,0,2015,5,6,Hazelwood,5,15,42003562300,3,4,2-13,40.4097751,-79.94436695
220,"FRAZIER ST & DAWSON ST PITTSBURGH, PA 15213",1,0,1,0,0,0,2015,5,6,South Oakland,3,4,42003040900,3,4,2-11,40.42978079,-79.95422255
221,"2400 BLOCK CHAUNCEY DR PITTSBURGH, PA 15219",2,0,2,0,0,0,2015,6,0,Bedford Dwellings,6,5,42003050900,3,2,2-5,40.44984081,-79.97462514
222,"700 BLOCK N LANG AVE PITTSBURGH, PA 15208",1,0,1,0,0,0,2015,6,0,Homewood South,9,13,42003130300,2,5,3-17,40.45606745,-79.89923895
223,"5500 BLOCK HOWE ST PITTSBURGH, PA 15232",1,0,1,0,0,0,2015,6,0,Shadyside,8,7,42003070300,2,4,3-22,40.45022723,-79.93317873
224,"1900 BLOCK CENTRE AVE PITTSBURGH, PA 15219",1,0,0,1,0,0,2015,6,1,Crawford-Roberts,6,3,42003030500,3,2,2-1,40.44319182,-79.98090899
225,"700 BLOCK S NEGLEY AVE PITTSBURGH, PA 15232",1,0,1,0,0,0,2015,6,1,East Liberty,9,11,42003111300,2,5,3-8,40.46981837,-79.92669603
226,"7300 BLOCK STRANAHAN ST PITTSBURGH, PA 15206",1,0,0,1,0,0,2015,6,1,,,,,,5,,,
227,"700 BLOCK N LANG AVE PITTSBURGH, PA 15208",1,0,1,0,0,0,2015,6,1,Homewood South,9,13,42003130300,2,5,3-17,40.45606745,-79.89923895
228,"FRANKSTOWN AVE & FINLEY ST PITTSBURGH, PA 15206",1,0,0,1,0,0,2015,6,1,Larimer,9,12,42003120800,2,5,3-10,40.45915065,-79.9099179
229,"4800 BLOCK MCKNIGHT RD PITTSBURGH, PA",1,0,0,1,0,0,2015,6,1,,,,,,OSC,,,
230,"7900 BLOCK INGLENOOK PL PITTSBURGH, PA 15221",1,0,1,0,0,0,2015,6,2,Homewood South,9,13,42003130400,2,5,3-17,40.45114367,-79.8857406
231,"300 BLOCK NOBLES LN PITTSBURGH, PA 15210",2,0,2,0,0,0,2015,6,2,Carrick,4,29,42003290100,3,3,4-23,40.40233552,-79.99530691
232,"7TH AVE & GRANT ST PITTSBURGH, PA 15219",1,0,1,0,0,0,2015,6,2,Central Business District,6,2,42003020100,6,2,1-3,40.44216497,-79.99496174
233,"900 BLOCK N LINCOLN AVE PITTSBURGH, PA 15233",1,0,0,0,1,0,2015,6,2,Allegheny West,1,22,42003562700,1,1,1-7,40.45120274,-80.01651761
234,"SHETLAND ST & TRIPOD WAY PITTSBURGH, PA 15206",1,0,0,1,0,0,2015,6,2,Larimer,9,12,42003120800,2,5,3-12,40.46121895,-79.90774814
235,"2100 BLOCK PARKLYN ST PITTSBURGH, PA 15234",1,0,1,0,0,0,2015,6,2,Overbrook,4,32,42003320700,5,3,4-25,40.38763089,-80.00543611
236,"7100 BLOCK LEMINGTON AVE PITTSBURGH, PA 15206",1,0,0,1,0,0,2015,6,2,,,,,,5,,,
237,"2400 BLOCK BEDFORD AVE PITTSBURGH, PA 15219",1,0,0,1,0,0,2015,6,2,Middle Hill,6,5,42003050100,3,2,2-5,40.44961434,-79.974274
238,"5600 BLOCK SECOND AVE PITTSBURGH, PA 15207",1,0,0,0,1,0,2015,6,2,Hazelwood,5,15,42003562300,3,4,2-13,40.40080341,-79.93906602
239,"<100 BLOCK EDITH PL PITTSBURGH, PA 15213",1,0,0,1,0,0,2015,6,2,South Oakland,3,4,42003040900,3,4,2-11,40.43313733,-79.95488765
240,"100 BLOCK PASADENA PITTSBURGH, PA 15211",1,0,1,0,0,0,2015,6,2,Mount Washington,3,18,42003180700,5,3,4-5,40.42225727,-80.00182704
241,"ECKSTEIN PL & WADSWORTH ST PITTSBURGH, PA 15213",1,0,1,0,0,0,2015,6,2,Terrace Village,6,5,42003051000,3,2,2-10,40.4428327,-79.96815316
242,"1000 BLOCK WOODLOW ST PITTSBURGH, PA 15205",1,0,0,0,1,0,2015,6,2,Crafton Heights,2,28,42003281400,5,6,1-17,40.44580307,-80.05238897
243,"BROWNSVILLE RD & BISCAYNE DR PITTSBURGH, PA 15210",1,0,1,0,0,0,2015,6,3,Carrick,4,29,42003290400,3,3,4-12,40.38733238,-79.98380181
244,"SEDGWICK ST & N FRANKLIN ST PITTSBURGH, PA 15233",1,0,1,0,0,0,2015,6,3,Manchester,6,21,42003210700,1,1,1-8,40.456608,-80.02304186
245,"7300 BLOCK KELLY ST PITTSBURGH, PA 15208",1,0,1,0,0,0,2015,6,3,Homewood South,9,13,42003130300,2,5,3-17,40.45481454,-79.89482944
246,"ATLANTA ST & GARFIELD AVE PITTSBURGH, PA 15212",1,0,0,0,1,0,2015,6,3,Central Northside,6,25,42003250300,1,1,1-21,40.45881367,-80.01268396
247,"200 BLOCK MOORE AVE PITTSBURGH, PA 15210",7,0,3,0,3,1,2015,6,3,Knoxville,3,30,42003300100,5,3,4-7,40.41139176,-79.99041191
248,"2100 BLOCK PLAINVIEW AVE PITTSBURGH, PA 15226",2,0,1,1,0,0,2015,6,3,Brookline,4,19,42003191700,5,6,4-26,40.40159208,-80.02010697
249,"4900 BLOCK KINCAID ST PITTSBURGH, PA",1,0,1,0,0,0,2015,6,3,Garfield,9,10,42003101700,2,5,3-4,40.46752462,-79.94469245
250,"300 BLOCK JUCUNDA ST PITTSBURGH, PA 15210",1,0,1,0,0,0,2015,6,3,Knoxville,3,30,42003300100,5,3,4-21,40.41709174,-79.99324295
251,"2100 BLOCK KOERNER AVE PITTSBURGH, PA 15214",1,0,0,1,0,0,2015,6,3,Perry South,6,25,42003261400,1,1,1-10,40.46447246,-80.01058236
252,"2600 BLOCK SALISBURY ST PITTSBURGH, PA 15210",1,0,1,0,0,0,2015,6,3,South Side Slopes,3,16,42003160800,3,3,4-22,40.41836037,-79.97104478
253,"300 BLOCK N CRAIG ST PITTSBURGH, PA 15213",1,0,0,0,1,0,2015,6,4,North Oakland,8,4,42003040400,3,4,2-9,40.44556752,-79.94914618
254,"900 BLOCK CALCUTTA WAY PITTSBURGH, PA 15220",2,0,2,0,0,0,2015,6,4,,,,,,6,,,
255,"AUBURN ST & LOWELL ST PITTSBURGH, PA 15206",2,0,2,0,0,0,2015,6,4,Larimer,9,12,42003120800,2,5,3-12,40.46074155,-79.91327432
256,"100 BLOCK ENTERPRISE ST PITTSBURGH, PA 15206",2,0,2,0,0,0,2015,6,4,,,,,,5,,,
257,"7000 BLOCK BENNETT ST PITTSBURGH, PA 15208",1,0,1,0,0,0,2015,6,4,Homewood South,9,13,42003130300,2,5,3-17,40.45754676,-79.90145096
258,"900 BLOCK PERALTA ST PITTSBURGH, PA 15212",1,0,1,0,0,0,2015,6,4,East Allegheny,1,23,42003563200,1,1,1-5,40.4558322,-79.99476862
259,"4800 BLOCK MONONGAHELA ST PITTSBURGH, PA 15207",1,0,1,0,0,0,2015,6,4,Hazelwood,5,15,42003562300,3,4,2-13,40.41129196,-79.94263323
260,"PENN AVE & N NEGLEY AVE PITTSBURGH, PA 15206",1,0,1,0,0,0,2015,6,4,East Liberty,9,8,42003111500,2,5,3-8,40.46351219,-79.93066398
261,"FRANKSTOWN AVE & N BRADDOCK AVE PITTSBURGH, PA 15208",1,0,0,1,0,0,2015,6,5,Homewood South,9,13,42003130400,2,5,3-17,40.45596555,-79.89002416
262,"800 BLOCK ESTELLA AVE PITTSBURGH, PA 15210",1,0,0,1,0,0,2015,6,5,Beltzhoover,3,18,42003562400,5,3,4-21,40.41580272,-80.00057486
263,"1000 BLOCK SAW MILL RUN BLVD PITTSBURGH, PA 15226",1,0,1,0,0,0,2015,6,5,Mount Washington,2,19,42003191400,5,3,4-27,40.42497144,-80.020033
264,"WESTERN AVE & CHATEAU ST RAMP PITTSBURGH, PA 15233",2,0,1,1,0,0,2015,6,5,Chateau,6,21,42003980600,1,1,1-8,40.45058949,-80.0269223
265,"3000 BLOCK ARLINGTON AVE PITTSBURGH, PA 15210",1,0,1,0,0,0,2015,6,5,Arlington Heights,3,16,42003561600,3,3,4-22,40.41734491,-79.96564169
266,"3200 BLOCK DOWNING ST PITTSBURGH, PA 15219",1,0,0,1,0,0,2015,6,5,Polish Hill,7,6,42003060500,6,2,2-6,40.45821042,-79.96704767
267,"500 BLOCK LINCOLN AVE PITTSBURGH, PA 15206",1,0,1,0,0,0,2015,6,5,Larimer,9,12,42003120800,2,5,3-12,40.46106627,-79.90975484
268,"2700 BLOCK PIONEER AVE PITTSBURGH, PA 15226",1,0,1,0,0,0,2015,6,5,Brookline,4,19,42003191900,5,6,4-26,40.39491571,-80.02532135
269,"3500 BLOCK FLEMING AVE PITTSBURGH, PA 15212",1,0,1,0,0,0,2015,6,5,Brighton Heights,1,27,42003270300,1,1,1-14,40.4785955,-80.03847787
270,"1000 BLOCK ROSSELLE CT PITTSBURGH, PA 15207",1,0,1,0,0,0,2015,6,5,,,,,,4,,,
271,"900 BLOCK GERRITT ST PITTSBURGH, PA 15208",1,0,1,0,0,0,2015,6,6,Homewood West,9,12,42003120700,2,5,3-17,40.45861893,-79.90214024
272,"200 BLOCK HAZLETT ST PITTSBURGH, PA 15214",1,0,0,1,0,0,2015,6,6,Middle Hill,6,5,42003050100,3,2,2-5,40.44655269,-79.97153386
273,"BRUSHTON AVE & MOHLER ST PITTSBURGH, PA 15221",1,0,1,0,0,0,2015,6,6,Homewood North,9,13,42003130100,2,5,3-17,40.46054055,-79.88851303
274,"100 BLOCK E MC INTYRE AVE PITTSBURGH, PA 15214",1,0,1,0,0,0,2015,7,0,Perry South,6,26,42003261400,1,1,1-12,40.46853896,-80.01178852
275,"LARIMER AVE & STATION ST PITTSBURGH, PA 15206",1,0,1,0,0,0,2015,7,0,East Liberty,9,11,42003111500,2,5,3-10,40.46196875,-79.9196801
276,"100 BLOCK ENTERPRISE ST PITTSBURGH, PA 15206",1,0,1,0,0,0,2015,7,0,,,,,,5,,,
277,"1000 BLOCK SHEFFIELD ST PITTSBURGH, PA 15233",1,0,1,0,0,0,2015,7,0,,,,,,1,,,
278,"200 BLOCK COPPERFIELD AVE PITTSBURGH, PA 15210",1,0,1,0,0,0,2015,7,0,,,,,,3,,,
279,"WRIGHTS WAY & S 18TH ST PITTSBURGH, PA 15203",1,1,0,0,0,0,2015,7,0,South Side Flats,3,17,42003170200,3,3,4-24,40.42923634,-79.98051703
280,"100 BLOCK MILLBRIDGE ST PITTSBURGH, PA 15210",2,0,2,0,0,0,2015,7,0,Allentown,3,18,42003180300,5,3,4-21,40.42175243,-79.99582973
281,"300 BLOCK WOODRUFF ST PITTSBURGH, PA 15211",1,0,1,0,0,0,2015,7,0,Mount Washington,2,19,42003190300,5,3,4-27,40.43090405,-80.01075765
282,"2400 BLOCK CHAUNCEY DR PITTSBURGH, PA 15219",1,0,1,0,0,0,2015,7,0,Bedford Dwellings,6,5,42003050900,3,2,2-5,40.44984081,-79.97462514
283,"2100 BLOCK KOERNER AVE PITTSBURGH, PA 15214",3,1,0,0,2,0,2015,7,1,Perry South,6,25,42003261400,1,1,1-10,40.46447246,-80.01058236
284,"1600 BLOCK PENNSYLVANIA AVE PITTSBURGH, PA 15233",1,0,1,0,0,0,2015,7,1,Chateau,6,21,42003980600,1,1,1-8,40.45329128,-80.02905133
285,"FRANKSTOWN AVE & EAST LIBERTY BLVD PITTSBURGH, PA 15206",3,0,2,1,0,0,2015,7,1,East Liberty,9,12,42003120800,2,5,3-10,40.46081381,-79.91580595
286,"FRANKSTOWN AVE & EAST LIBERTY BLVD PITTSBURGH, PA 15206",1,0,1,0,0,0,2015,7,1,East Liberty,9,12,42003120800,2,5,3-10,40.46081381,-79.91580595
287,"7100 BLOCK THOMAS ST PITTSBURGH, PA 15208",1,0,0,1,0,0,2015,7,1,Point Breeze North,9,14,42003140500,2,4,3-14,40.45135264,-79.9022883
288,"4800 BLOCK MITRE WAY PITTSBURGH, PA 15224",4,0,2,0,1,1,2015,7,1,Bloomfield,7,8,42003080400,2,5,3-1,40.46023356,-79.94724191
289,"2100 BLOCK ARLINGTON AVE PITTSBURGH, PA 15210",1,0,1,0,0,0,2015,7,1,Arlington,3,16,42003160800,3,3,4-22,40.41768085,-79.97728685
290,"6500 BLOCK FRANKSTOWN AVE PITTSBURGH, PA 15206",1,0,1,0,0,0,2015,7,1,Larimer,9,12,42003120800,2,5,3-10,40.46041524,-79.91376531
291,"7300 BLOCK IDLEWILD ST PITTSBURGH, PA 15208",1,0,1,0,0,0,2015,7,1,Homewood North,9,13,42003130200,2,5,3-17,40.45750423,-79.8937841
292,"2900 BLOCK BRIGHTON RD PITTSBURGH, PA 15212",3,0,3,0,0,0,2015,7,1,Marshall-Shadeland,1,27,42003271500,1,1,1-14,40.47179514,-80.02702914
293,"JACKSON ST & CASANOVA WAY PITTSBURGH, PA 15206",1,0,1,0,0,0,2015,7,2,Highland Park,7,11,42003110200,2,5,3-9,40.47188391,-79.92276241
294,"1400 BLOCK CASEMENT ST PITTSBURGH, PA 15212",1,0,0,1,0,0,2015,7,2,Marshall-Shadeland,1,27,42003271500,1,1,1-14,40.47038209,-80.03200298
295,"100 BLOCK ROBERTS ST PITTSBURGH, PA 15219",1,0,1,0,0,0,2015,7,2,Crawford-Roberts,6,3,42003030500,3,2,2-1,40.44182833,-79.98299858
296,"1100 BLOCK BRABEC ST PITTSBURGH, PA 15212",1,0,1,0,0,0,2015,7,2,Troy Hill,1,24,42003240600,1,1,1-2,40.45853706,-79.99203401
297,"7400 BLOCK RACE ST PITTSBURGH, PA 15208",3,0,2,1,0,0,2015,7,2,Homewood North,9,13,42003130200,2,5,3-17,40.45763869,-79.89121065
298,"1200 BLOCK W NORTH AVE PITTSBURGH, PA 15233",1,0,1,0,0,0,2015,7,3,Manchester,6,21,42003210700,1,1,1-8,40.45285627,-80.0223229
299,"<100 BLOCK NATCHEZ ST PITTSBURGH, PA 15211",1,0,0,1,0,0,2015,7,3,Mount Washington,2,19,42003191400,5,3,4-27,40.42910361,-80.00907541
300,"200 BLOCK DUNSEITH ST PITTSBURGH, PA 15213",1,0,1,0,0,0,2015,7,3,West Oakland,6,4,42003040200,3,4,2-10,40.44046189,-79.9648851
301,"1000 BLOCK LAWNDALE ST PITTSBURGH, PA 15221",1,0,1,0,0,0,2015,7,3,Homewood North,9,13,42003130100,2,5,3-17,40.45578005,-79.88168328
302,"1500 BLOCK ALTON ST PITTSBURGH, PA 15216",1,0,1,0,0,0,2015,7,3,Beechview,4,19,42003191600,5,6,4-28,40.41192109,-80.02124005
303,"500 BLOCK CHAUTAUQUA ST PITTSBURGH, PA 15214",1,0,1,0,0,0,2015,7,4,Perry South,6,26,42003261400,1,1,1-12,40.46520492,-80.01521874
304,"PERRYSVILLE AVE & N CHARLES ST PITTSBURGH, PA 15214",1,0,1,0,0,0,2015,7,4,Perry South,6,26,42003261400,1,1,1-23,40.47101383,-80.00860169
305,"2400 BLOCK SALISBURY ST PITTSBURGH, PA 15210",1,0,1,0,0,0,2015,7,4,South Side Slopes,3,16,42003160800,3,3,4-22,40.41879414,-79.97263552
306,"1000 BLOCK THEONA ST PITTSBURGH, PA 15210",1,0,0,0,1,0,2015,7,4,Carrick,4,29,42003290200,3,3,4-12,40.40595383,-79.98668806
307,"6700 BLOCK REYNOLDS ST PITTSBURGH, PA 15206",2,0,1,1,0,0,2015,7,4,Point Breeze,8,14,42003140400,3,4,2-17,40.45198966,-79.91492398
308,"100 BLOCK CLIMAX ST PITTSBURGH, PA 15210",3,1,1,1,0,0,2015,7,4,,,,,,3,,,
309,"200 BLOCK PARKFIELD ST PITTSBURGH, PA 15210",1,0,0,0,0,1,2015,7,4,Carrick,4,29,42003290100,3,3,4-23,40.39200027,-79.99041424
310,"5400 BLOCK PANAMA WAY PITTSBURGH, PA 15224",1,0,1,0,0,0,2015,7,4,,,,,,5,,,
311,"200 BLOCK JUCUNDA ST PITTSBURGH, PA 15210",1,0,1,0,0,0,2015,7,5,Knoxville,3,30,42003300100,5,3,4-6,40.41719056,-79.99105223
312,"LARIMER AVE & ORPHAN ST PITTSBURGH, PA 15206",1,0,0,1,0,0,2015,7,5,Larimer,9,12,42003120400,2,5,3-12,40.4669024,-79.91041426
313,"1100 BLOCK BUENTE ST PITTSBURGH, PA 15212",1,0,0,0,0,1,2015,7,5,Spring Hill-City View,1,26,42003262000,1,1,1-11,40.46657987,-79.99557384
